unqiue_id	response
2018AandA...620A.122S__Švanda_et_al._(2014)_Instance_1	"Here is the output in JSON format:

{
""Task"": [""description of supergranulation""],
""Material"": [""Doppler maps"", ""atmospheric currents"", ""photosphere"", ""supergranules"", ""magnetic elements"", ""magnetic network"", ""quiet-Sun magnetic network"", ""moat flow"", ""sunspot"", ""MMFs""],
""Technique"": [""Fourier local correlation tracking"", ""time-distant helioseismic inversions""],
""Process"": [""reduction of larger scale flows"", ""formation of cellular network"", ""radially directed flow"", ""convection"", ""merging or splitting of supergranules"", ""advecting magnetic field elements"", ""strengthening or weakening of the network lanes""],
""Measure"": [""diameter of supergranules"", ""mean horizontal velocity"", ""flow velocity"", ""horizontal velocities"", ""mean lifetime of supergranules"", ""turnover time""],
""Concept"": [""supergranulation"", ""cellular network"", ""deep-syntactic structures"", ""convective blueshift"", ""differential rotation"", ""supergranular convective flows"", ""intergranular magnetic elements"", ""symmetrical flow"", ""non-stationary cells"", ""moat cell"", ""magnetic lanes"", ""sunspot to be sitting in the centre of a supergranule"", ""supergranular convection"", ""moat flow""]
}"
2022MNRAS.515.3299G__Tagawa_et_al._2020a_Instance_1	"{
""Task"": [""binary formation and mergers of stellar-mass compact objects"", ""formation and subsequent merger of binary black holes""],
""Material"": [""stellar-mass compact objects"", ""globular clusters"", ""accretion disc"", ""gas"", ""SMBH""],
""Technique"": [],
""Process"": [""mass segregation"", ""hydrodynamic drag"", ""exchanging angular momentum"", ""gas dynamical friction"", ""GW emission""],
""Measure"": [""Schwarzschild radii"", ""ISCO""],
""Concept"": [""active galactic nuclei"", ""binary black holes"", ""migration traps"", ""GW observations"", ""BH masses"", ""spin properties"", ""eccentricity""]
}"
2021ApJ...910...86R__Schmidt_et_al._2014_Instance_1	"{
""Task"": [""identification and characterization of the first sources"", ""paint a coherent picture of the history of the universe""],
""Material"": [""Hubble Space Telescope (HST)"", ""Spitzer Space Telescope"", ""Infrared Array Camera (IRAC)"", ""Keck/MOSFIRE"", ""VLT/X-Shooter"", ""ALMA"", ""James Webb Space Telescope (JWST)""],
""Technique"": [""extragalactic surveys"", ""spectroscopic confirmation"", ""ground-based spectroscopy"", ""statistical analyses""],
""Process"": [""reionizing the intergalactic medium"", ""galaxy evolution""],
""Measure"": [""redshifts"", ""wavelength coverage""],
""Concept"": [""observational cosmology"", ""intergalactic medium"", ""galaxy candidates"", ""galaxy properties"", ""star-forming galaxies"", ""rest-frame UV"", ""rest-frame FIR"", ""rest-frame optical""]
}"
2016AandA...587A.159G__Segura_et_al._2007_Instance_1	"{
""Task"": [""false positives"", ""biosignature gas classification"", ""biosignature molecules"", ""detectability of biosignature molecules""],
""Material"": [""Venus-like planets"", ""Mars-like planets"", ""AD Leonis"", ""exoplanet characterization missions""],
""Technique"": [],
""Process"": [""photolysis"", ""rainout"", ""retrieval process""],
""Measure"": [],
""Concept"": [""inorganic chemistry"", ""abiotic ozone production"", ""habitable zone"", ""atmospheric composition"", ""liquid water"", ""oxidized species"", ""biosignature species"", ""biological activity"", ""abiotic processes""]
}"
2022MNRAS.509.1010R__Laughlin_&_Adams_1998_Instance_1	"{
""Task"": [""correlation between stellar phase-space density and the architecture of planetary systems"", ""correlation between stellar phase-space density and the occurrence of hot Jupiters"", ""origin of this correlation""],
""Material"": [""Gaia DR2 data"", ""planet-hosting stars"", ""neighbours"", ""stellar sample"", ""Kepler systems""],
""Technique"": [""analysis""],
""Process"": [""computed the local stellar phase-space density"", ""hypothesized"", ""showed"", ""examined"", ""derive analytically""],
""Measure"": [""local stellar phase-space density"", ""single-to-multiple ratio"", ""stellar density"", ""age"", ""mass"", ""semimajor axis""],
""Concept"": [""stellar phase-space density"", ""stellar overdensities"", ""stellar clustering"", ""planetary systems"", ""hot Jupiters"", ""cold Jupiters"", ""high-eccentricity migration"", ""eccentricity disturbances"", ""inclination disturbances"", ""co-transit geometry"", ""multiplanet systems""]
}"
2017ApJ...845...92R__Mosqueira_&_Estrada_2003a_Instance_1_1075	"{
""Task"": [""water loss"", ""water gradient"", ""satellite formation"", ""Europa's water content""],
""Material"": [""building blocks"", ""CPD"", ""water ice"", ""silicates"", ""disk""],
""Technique"": [""N-body code"", ""α-viscosity"", ""migration formulation""],
""Process"": [""imperfect accretion"", ""water loss during collisions"", ""growth"", ""migration"", ""cooling of the disk"", ""evolution of the CPD""],
""Measure"": [],
""Concept"": [""snowline"", ""accretion"", ""turbulent viscous disk"", ""planet migration"", ""satellite migration""]
}"
2021MNRAS.507.4389G__Masters_et_al._2011_Instance_1	"{
""Task"": [""bar fraction"", ""stellar masses"", ""galaxy samples""],
""Material"": [""Spitzer Survey of Stellar Structure in Galaxies (S4G)"", ""SDSS"", ""GZD"", ""GZ2"", ""DECaLS""],
""Technique"": [],
""Process"": [],
""Measure"": [""(g −r) colours"", ""gas fractions"", ""stellar masses"", ""bar length"", ""r-band FWHM"", ""mean linear resolution"", ""redshift""],
""Concept"": [""bars"", ""galaxies"", ""stellar mass"", ""bar fraction"", ""star formation rate (SFR)"", ""sub-kpc bars""]
}"
2022MNRAS.510.1043B__Kukula_et_al._1998_Instance_1	"{
""Task"": [""origin of the radio emission in radio-loud active galactic nuclei"", ""origin of the radio emission in radio-quiet AGN""],
""Material"": [""radio-loud active galactic nuclei"", ""radio-quiet AGN"", ""host galaxy"", ""interstellar gas"", ""ambient gas"", ""accretion disc""],
""Technique"": [],
""Process"": [""host galaxy star formation"", ""AGN-driven wind"", ""particle acceleration"", ""radio synchrotron emission"", ""photoionization"", ""thermal free–free emission""],
""Measure"": [""FIR-to-radio emission"", ""radio/X-ray luminosity relation""],
""Concept"": [""relativistic jets"", ""magnetized plasma"", ""deep-syntactic structures"", ""sub-relativistic velocities"", ""coronal emission"", ""magnetic activity""]
}"
2020AandA...641A.155V__Ceverino_et_al._2010_Instance_1	"{
""Concept"": [""galaxies"", ""cosmic web"", ""star formation"", ""molecular gas"", ""stellar mass"", ""starbursting events"", ""main sequence"", ""dust emission"", ""gas emission""],
""Material"": [""galaxies"", ""gas"", ""dust"", ""stellar mass"", ""molecular gas"", ""cosmic web""],
""Measure"": [""star formation rate (SFR)"", ""star formation efficiency (SFE)"", ""SFR/Mgas"", ""ΔMS"", ""SFR/SFRMS""],
""Process"": [""star formation"", ""gas accretion"", ""mergers"", ""gravitational instabilities"", ""gas radial redistribution""],
""Task"": [""explaining the trend of normalization of the MS rapidly increasing with redshift""]
}"
2015AandA...579A..56B__Lebrun_et_al._2003_Instance_1	"{
""Task"": [""detection""],
""Material"": [""INTEGRAL"", ""BAT"", ""ISDC"", ""IBIS"", ""JEM-X"", ""ISGRI"", ""Galactic bulge"", ""Scutum/Sagittarium"", ""Perseus/Norma"", ""Galactic center"", ""4U 1728-34""],
""Technique"": [""Off-line Scientific Analysis software"", ""OSA""],
""Process"": [""analysis"", ""data extraction"", ""mosaic realization"", ""spectrum extraction"", ""lightcurve extraction"", ""timing analysis""],
""Measure"": [""exposure-time"", ""signal-to-noise ratio"", ""S/N"", ""energy range"", ""energy binning"", ""time resolution""],
""Concept"": [""science windows"", ""pointings"", ""seasonal visibility"", ""calibration uncertainties"", ""Type-I X-ray bursts"", ""power spectra""]
}"
2018ApJ...868..139W__Schlickeiser_&_Jenko_2010_Instance_1	"{
""Task"": [""influence of adiabatic focusing on particle transport""],
""Material"": [""interstellar space"", ""solar system""],
""Technique"": [""perturbation method"", ""iteration method"", ""truncating method"", ""improved perturbation method""],
""Process"": [""radio continuum surveys"", ""direct in situ measurements"", ""derivation of governing equation"", ""iteration operation""],
""Measure"": [""diffusion coefficients"", ""correction formulas""],
""Concept"": [""background magnetic fields"", ""adiabatic focusing effect"", ""charged energetic particle transport"", ""anisotropic distribution function"", ""isotropic distribution function"", ""Fokker–Planck equation"", ""weak adiabatic focusing limit""]
}"
2021MNRAS.503..354G__Cantat-Gaudin_et_al._2020_Instance_1	"Here is the output in JSON format:

{
""Task"": [""investigating the velocity field""],
""Material"": [""OB stars"", ""young long-period Cepheids"", ""open clusters"", ""star-forming regions"", ""Hii regions"", ""interstellar dust"", ""giant molecular and neutral gas clouds"", ""main-sequence A–K stars"", ""O and early B-type stars""],
""Technique"": [""trigonometric methods"", ""photometric methods"", ""Lin–Shu density-wave proposal""],
""Process"": [],
""Measure"": [""τ"", ""λrad"", ""radial distance""],
""Concept"": [""spiral arm segments"", ""inner Sagittarius"", ""Orion arm"", ""outer Perseus"", ""spiral density waves"", ""Galactic anticentre"", ""GC"", ""density-wave structure""]
}"
2015ApJ...813...20B__Kim_2001_Instance_1	"{
""Task"": [""alignment of galaxy clusters"", ""investigation of galaxy mergers"", ""study of dynamic evolution""],
""Material"": [""ACO clusters"", ""Abell groups"", ""galaxy clusters"", ""galaxies""],
""Technique"": [],
""Process"": [],
""Measure"": [""statistically significant effect"", ""separation distance"", ""Δθ angles"", ""ellipticity redshift dependence""],
""Concept"": [""Bautz–Morgan type"", ""BM type I"", ""supergiant galaxy"", ""gravitational tidal forces"", ""galaxy mergers"", ""dynamic evolution"", ""Binggeli effect""]
}"
2019ApJ...887...75T__Stritzinger_et_al._2012_Instance_1_1143	"{
""Task"": [""comparing the IR SED of SN 2014C with the SEDs of other interacting SNe""],
""Material"": [""Spitzer"", ""IRS"", ""IRAC"", ""WISE"", ""SOFIA/FORCAST"", ""AKARI"", ""James Webb Space Telescope (JWST)""],
""Technique"": [""InfraRed Spectrograph (IRS)"", ""IRAC photometry"", ""Spitzer/IRAC"", ""SOFIA/FORCAST"", ""WISE""],
""Process"": [""observing"", ""fitting"", ""overplotting""],
""Measure"": [""SED shape"", ""dust parameters"", ""photometry"", ""spectra"", ""dust temperatures"", ""broken power law"", ""knee""],
""Concept"": [""interacting SNe"", ""carbonaceous dust models"", ""silicate dust feature"", ""IR emission"", ""H-rich interacting SNe"", ""H-poor interacting SNe"", ""amorphous carbon dust model""]
}"
2020ApJ...893..124Z__Tenbarge_&_Howes_2013_Instance_1	"{
""Task"": [""turbulence"", ""intermittency"", ""measured statistical properties"", ""dissipation"", ""acceleration"", ""thermalization""],
""Material"": [""hydrodynamic systems"", ""magnetohydrodynamic systems"", ""plasma environments"", ""ordinary fluids"", ""turbulent plasmas"", ""solar atmosphere"", ""magnetosheath"", ""solar wind"", ""termination shock""],
""Technique"": [""simulation"", ""diagnostic approaches"", ""probability density functions"", ""scale-dependent field increments"", ""normalized fourth-order moment"", ""flatness"", ""p-th order structure function"", ""scaling exponent""],
""Process"": [""generation of turbulence"", ""manifestation of spatial intermittency"", ""growth of flatness with decreasing scales"", ""dissipation, acceleration, and thermalization of turbulent plasmas""],
""Measure"": [""flatness"", ""p-th order structure function"", ""scaling exponent"", ""probability density functions""],
""Concept"": [""coherent structures"", ""vortex filaments"", ""vorticity"", ""current sheets"", ""discontinuities"", ""shock waves"", ""Alfvénic vortices"", ""kinetic scale"", ""heliosphere"", ""plasma dynamics""]
}"
2019MNRAS.482.5597A__Bergeron_&_Stasińska_1986_Instance_1	"{
""Task"": [""understand the AGN and the host galaxy properties"", ""study the properties of [O ii] λ3727 emission"", ""understand the origin of associated Mg ii absorption systems relative to the AGN""],
""Material"": [""optical emission lines"", ""galactic discs"", ""damped Lyman α absorbers"", ""quasar surveys"", ""associated Mg ii absorbers"", ""quasar spectrum""],
""Technique"": [],
""Process"": [],
""Measure"": [""high column density"", ""star formation rate"", ""excess [O ii] emission"", ""strength of the Mg ii absorption line"", ""excess emission flux""],
""Concept"": [""AGN"", ""host galaxy"", ""central massive black hole"", ""galaxy dynamics"", ""chemical composition"", ""gas distribution"", ""H i distribution"", ""star formation"", ""quasar activity"", ""outflows"", ""stellar outbursts"", ""AGN jet–gas interactions""]
}"
2016AandA...586A.156K__Osorio_et_al._(2011)_Instance_1	"{
""Material"": [""Li i"", ""Li ii"", ""NIST database"", ""TOPBASE""],
""Technique"": [""model atom"", ""quantum mechanical computations"", ""classical formula"", ""collisional excitation rates"", ""collisional electron ionization rates"", ""photoionization cross sections""],
""Process"": [""updating"", ""testing"", ""coupling"", ""accounting"", ""computing"", ""ignoring""],
""Measure"": [""energy levels"", ""statistical weights"", ""wavelengths"", ""Einstein coefficients"", ""collisional rates"", ""abundance corrections"", ""dex""],
""Concept"": [""principal quantum number"", ""spectroscopic term"", ""LTE"", ""atomic energy levels"", ""bound-bound transitions"", ""bound-free transitions"", ""radiatively permitted transitions"", ""collisional radiatively-forbidden transitions"", ""collision strength""]
}"
2022AandA...663A...5M__Andrae_et_al._2018_Instance_1	"{
""Task"": [""detect eclipsing binaries"", ""verify the nature of the variable source""],
""Material"": [""PV light curves"", ""Lomb-Scargle periodograms"", ""TUVOpipe"", ""UVOT filters"", ""Gaia catalogue"", ""ATLAS catalogue of variable stars""],
""Technique"": [""real-time pipeline"", ""Lomb-Scargle periodograms"", ""folded light curves""],
""Process"": [""trigger these sources"", ""create Lomb-Scargle periodograms"", ""inspecting, by eye, the folded light curves"", ""create a long-term light curve""],
""Measure"": [""optical magnitude"", ""G-band magnitude"", ""temperature"", ""period""],
""Concept"": [""eclipsing binaries"", ""eclipsing behaviour"", ""variable source"", ""Algol-type system"", ""EA binaries""]
}"
2021ApJ...915...86A__Owen_&_Sathyaprakash_1999_Instance_1	"{
""Task"": [""GW signal search""],
""Material"": [""data"", ""GRB"", ""instruments"", ""LALSuite software library"", ""PyCBC"", ""PyGRB""],
""Technique"": [""coherent matched filtering pipeline"", ""hybrid geometric–stochastic method"", ""phenomenological inspiral-merger-ringdown waveform model"", ""LALSimulation package""],
""Process"": [""scanning"", ""processing"", ""building a background"", ""estimating the power spectral density""],
""Measure"": [""significance of candidate events"", ""sub-percent level accuracy""],
""Concept"": [""GW"", ""BNS"", ""NSBH"", ""binary"", ""GRB emission"", ""GRB trigger time"", ""on-source window"", ""off-source trials"", ""power spectral density"", ""waveform templates"", ""IMRPhenomD"", ""tidal disruption"", ""accretion disk"", ""GW amplitudes"", ""viewing angles"", ""brightness GRBs""]
}"
